search_id,timestamp,site_id,user_country_id,user_hist_stars,user_hist_paid,listing_country_id,listing_id,listing_stars,listing_review_score,is_brand,location_score1,location_score2,log_historical_price,listing_position,price_usd,has_promotion,destination_id,length_of_stay,booking_window,num_adults,num_kids,num_rooms,stay_on_saturday,log_click_proportion,distance_to_dest,random_sort,competitor1_rate,competitor1_has_availability,competitor1_price_percent_diff,competitor2_rate,competitor2_has_availability,competitor2_price_percent_diff,competitor3_rate,competitor3_has_availability,competitor3_price_percent_diff,competitor4_rate,competitor4_has_availability,competitor4_price_percent_diff,competitor5_rate,competitor5_has_availability,competitor5_price_percent_diff,competitor6_rate,competitor6_has_availability,competitor6_price_percent_diff,competitor7_rate,competitor7_has_availability,competitor7_price_percent_diff,competitor8_rate,competitor8_has_availability,competitor8_price_percent_diff,clicked,booking_value,booked
204739,12/11/2012 11:33,15,31,,,31,8248,4,5,0,0.69,,4,32,79.39,0,2190,2,36,1,0,1,0,,104.88,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
541611,13/03/2013 18:20,24,216,4.5,582.52,219,30417,3,4,0,4.76,0.343,5.28,28,158.92,1,7322,1,51,2,2,1,1,,,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
539573,15/02/2013 07:09,5,219,,,219,69049,4,4,1,1.79,,5.25,12,182,0,18586,2,27,2,0,1,1,,177.72,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
499112,24/04/2013 17:24,5,219,,,219,99965,3,3.5,0,1.95,0.0528,4.97,14,125,0,26065,1,18,2,0,1,0,,179.23,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,,0
265380,14/06/2013 15:29,18,129,,,129,122620,5,4.5,0,5.34,,0,27,117.44,1,9673,2,84,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
137577,13/06/2013 12:29,5,219,,,219,60846,4,4.5,1,4.13,0.2318,0,34,170,0,8192,2,1,2,0,1,1,,1752.99,1,,,,0,0,5,0,0,5,,,,0,0,,,,,,,,0,0,10,0,,0
233231,26/02/2013 12:58,14,100,,,219,110998,2,3.5,0,4.28,0.0171,5.27,2,162.75,1,5143,3,86,2,0,1,1,,343.53,1,,,,,,,,,,1,0,17,0,0,,,,,,,,0,0,,0,,0
83344,19/05/2013 19:25,5,219,,,100,113586,5,4.5,1,4.52,0.1426,5.66,20,230,1,6792,1,27,2,0,1,1,,1980.68,0,,,,0,0,10,,,,,,,0,0,,,,,,,,0,0,,0,,0
79554,22/06/2013 11:55,5,219,,,219,27711,3,3.5,1,4.65,,0,12,149,1,4447,6,119,1,0,1,0,,4676.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
123791,13/03/2013 18:21,5,219,,,219,84122,5,5,1,5.59,0.113,6.21,21,695,0,5143,2,8,1,0,1,1,,173.07,0,,,,0,0,,0,0,,,,,0,0,15,,,,,,,0,0,,0,,0
474229,20/03/2013 16:07,5,219,,,219,124543,3,3.5,0,4.06,0.0675,4.46,2,55,1,20551,2,16,2,0,1,1,,334.29,0,,,,,1,,-1,0,12,,,,,,,,,,,,,-1,0,12,0,,0
266075,19/05/2013 20:46,34,205,,,31,30478,4,4,1,4.68,0.1116,5.77,15,214.86,1,4924,2,53,3,0,2,1,,,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,1,1001.01,1
273178,07/03/2013 16:00,15,158,,,55,123462,3,0,1,0,,4.4,22,124.62,0,6572,1,17,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
555262,12/04/2013 11:26,5,219,,,219,62095,2,3.5,1,1.79,0.0339,4.67,18,60,0,20995,1,1,2,0,1,1,-24.511,160.2,0,,,,,1,,0,0,,,,,,,,,,,,,,0,0,,0,,0
40265,22/01/2013 07:33,5,219,,,219,22830,3,4.5,1,1.39,,4.72,18,134,0,11436,3,65,2,0,1,1,,993.33,0,,,,,1,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
155543,02/12/2012 20:13,5,219,,,219,13831,2,3.5,1,2.4,,4.36,22,71,1,22380,9,18,2,1,1,0,,617.18,1,,,,0,0,,,,,,,,1,0,17,,,,,,,0,0,,0,,0
228111,24/12/2012 15:55,34,117,,,219,44796,3,3,0,5,,5.01,16,69.54,0,27770,2,58,2,0,1,0,,,1,,,,0,0,,-1,0,15,,,,0,0,,,,,,,,0,0,,0,,0
603427,09/11/2012 14:22,5,219,,,219,15645,3,3.5,1,1.95,0.0058,4.83,13,100,0,44,1,0,1,0,1,1,,1729.09,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
500651,09/01/2013 14:53,5,23,,,129,19351,3,5,0,0,0.0016,4.3,34,90,0,3468,2,100,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
402084,26/01/2013 10:25,5,219,,,219,114930,4,4.5,1,2.3,0.0208,5.15,21,369,0,21913,1,0,1,0,1,1,,0.75,0,,,,,,,,,,,,,-1,0,37,,,,,,,,1,,0,,0
183715,16/02/2013 04:24,5,219,,,219,589,3,4.5,1,2.56,0.0716,4.95,1,79,0,17707,1,43,2,3,2,0,,144.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
137809,26/03/2013 14:23,14,100,,,100,25223,4,4,0,4.96,0.1581,5.18,1,109.24,1,15438,2,31,2,0,1,1,,,0,,,,0,0,,,,,,,,1,0,7,,,,,,,1,0,3,0,,0
443292,27/12/2012 22:41,9,59,,,219,77914,3,4,0,4.33,0.2397,5.06,35,75.52,0,8192,3,24,3,2,2,0,,1284.41,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
24465,26/04/2013 08:33,5,219,,,219,118455,3,4,1,3.37,0.1974,5.11,3,199,0,17038,1,5,2,0,1,0,,182.57,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
162660,20/11/2012 10:58,14,100,,,219,76034,4,4,0,5.81,0.2043,5.79,27,466.49,1,5143,1,16,1,0,1,1,,348.12,0,,,,0,0,26,1,0,57,,,,0,0,22,,,,,,,0,0,22,0,,0
247815,07/02/2013 14:45,5,219,,,219,82404,4,4.5,1,3.3,0.1787,5.58,3,189,0,26413,1,38,1,1,1,0,,2515.12,1,,,,0,0,,0,0,,,,,0,0,84,,,,,,,0,0,,0,,0
433582,20/11/2012 13:15,15,55,,,219,127782,3,4.5,1,2.56,0.0196,5.31,21,259.6,0,24674,1,60,1,0,1,1,,,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
457672,13/03/2013 10:07,5,219,,,219,24649,2,3.5,1,1.61,0.0777,4.61,19,65,0,17974,1,3,4,0,2,1,,179.15,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
455749,28/06/2013 12:04,5,219,,,219,29559,3,3.5,1,2.2,0.0084,0,16,103,1,1020,4,13,2,3,1,1,,,0,,,,0,0,,0,0,,,,,0,0,17,,,,,,,0,0,,0,,0
468137,19/06/2013 19:06,5,219,,,219,135711,3,4,1,2.08,,0,20,219,0,21958,1,0,2,0,1,0,,32.6,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,,0
141993,28/04/2013 09:27,5,219,,,206,131499,4,5,0,2.3,,5.41,7,94,1,13820,4,28,1,0,1,0,,5665.55,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
166280,01/03/2013 16:31,5,219,,,219,101993,3,4.5,1,1.1,0.163,4.67,2,80,0,5282,2,21,1,2,1,1,,476.46,0,,,,,,,1,0,2,,,,1,0,24,,,,,,,1,0,2,1,183.53,1
507908,28/03/2013 14:17,18,129,,,129,21717,5,4.5,1,3.97,0.0408,5.28,13,156.37,0,11507,2,5,2,0,1,0,,243.5,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
177354,05/04/2013 12:14,15,55,,,55,126197,4,4,1,1.61,0.0351,4.87,31,138.04,0,15784,1,9,1,0,1,0,,,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
230129,03/12/2012 23:13,16,31,,,55,83080,3,3.5,0,4.36,0.1798,5.25,3,152.72,0,5983,2,24,2,1,1,1,,715.75,0,,,,,,,,,,,,,0,1,13,,,,0,0,,,,,0,,0
543575,26/03/2013 05:24,5,219,,,219,74143,4,4.5,1,0.69,,5.4,19,159,0,11274,2,78,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
435202,20/12/2012 11:23,5,219,,,219,118919,3,4.5,1,3.3,0.015,4.83,7,118,1,8347,2,21,5,0,1,1,,,1,,,,,,,-1,0,14,,,,0,0,,,,,,,,-1,0,14,0,,0
446271,24/01/2013 19:18,5,219,,,219,60846,4,4.5,1,4.13,0.2318,5.55,10,159,1,8192,3,127,2,0,1,1,,231.46,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
445616,14/02/2013 11:21,5,219,,,219,96136,3,4,1,3.64,0.1195,4.81,10,102,0,13687,3,1,2,0,1,1,,214.34,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
398702,02/04/2013 17:24,15,55,,,220,100293,5,4,1,4.88,0.0776,5.5,30,205.41,0,20905,2,15,1,0,1,0,,,0,,,,-1,0,4,-1,0,4,,,,-1,0,4,,,,,,,,,,0,,0
579984,01/04/2013 15:56,31,219,,,219,36416,2,3.5,1,0,0.0049,4.24,25,38,1,24131,1,66,2,0,1,1,,1712.31,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
415158,29/04/2013 15:22,5,100,3.8,117.48,219,73087,3,0,1,0,,5.02,37,103,0,10446,2,18,2,0,1,1,,1112.6,1,,,,0,0,24,0,0,24,,,,,,,,,,,,,,,,0,,0
11451,05/03/2013 13:43,14,100,,,100,99110,3,3.5,1,4.65,0.542,5.55,13,210.34,0,27906,2,3,2,2,1,1,,64.83,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
98526,22/05/2013 07:04,14,100,,,219,126264,4,3.5,0,5.71,0.1629,5.68,12,276.84,1,4562,2,58,3,0,1,1,,333.2,1,0,0,16,-1,0,14,0,0,,0,1,,0,0,,,,,,,,0,0,,0,,0
88762,24/03/2013 14:24,18,129,,,219,37733,3,4.5,1,4.34,0.0826,5.48,37,228.63,0,13216,4,129,2,0,1,0,,4082.87,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
588128,09/04/2013 01:47,5,41,,,179,126828,0,0,0,1.61,,0,19,62,0,13772,2,6,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
465185,03/04/2013 17:50,5,219,,,219,68689,3,3.5,1,4.72,,5.36,8,96,1,4447,1,20,2,0,1,0,,170.94,0,,,,0,0,11,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
186424,01/04/2013 16:24,14,100,,,100,91107,3,4,1,3.3,,4.93,35,97.36,0,20216,2,4,2,0,1,1,,56.23,0,,,,0,0,,,,,,,,1,0,10,,,,,,,0,0,,0,,0
591778,28/02/2013 12:51,5,219,,,219,126334,0,4.5,1,0.69,0.0196,4.63,15,85,0,11848,3,4,1,0,1,0,,58.93,1,,,,1,0,12,,,,,,,,,,,,,,,,,,,0,,0
164239,07/02/2013 03:17,5,92,,,92,36675,3,4,0,4.43,0.1299,5.23,30,67,0,6991,1,1,1,1,1,1,,,0,,,,1,1,94,,,,1,0,5,0,0,,,,,,,,-1,0,7,0,,0
109607,13/01/2013 22:55,5,219,,,219,16499,3,4,1,4.08,0.1735,5.26,8,124,0,9358,2,5,2,0,1,1,,129.11,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
312832,22/04/2013 17:30,5,219,,,219,39771,3,4.5,1,1.61,0.0486,4.73,6,135,0,20820,3,44,2,0,1,0,,1550.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
199649,15/11/2012 13:11,5,219,,,219,32358,4,4.5,1,2.94,0.731,5.72,1,143,1,1154,2,6,4,0,1,0,,394.35,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,1,490.92,1
407588,06/05/2013 05:03,5,219,,,219,37958,3,4,0,3.61,0.5515,5.15,16,147,0,17618,1,0,2,1,1,0,-51.1959,6.02,0,,,,,,,,,,,,,,,,,,,,,,-1,0,9,0,,0
356390,05/12/2012 20:14,5,219,,,219,11622,4,4,0,2.71,,5.64,33,231,1,12588,1,3,2,0,1,1,,369.61,1,,,,-1,0,6,-1,0,6,,,,-1,0,6,,,,,,,-1,0,6,0,,0
416152,28/11/2012 20:30,15,181,,,55,21564,3,3.5,0,1.95,,4.57,25,153.72,0,2332,1,132,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
69646,23/03/2013 18:21,14,100,,,219,26568,3,3.5,1,2.64,0.0224,4.94,20,109.46,0,26065,1,21,2,0,1,1,,629.14,1,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,8,0,,0
68748,24/12/2012 23:00,5,219,,,219,76431,2,3,1,2.77,,4.5,26,70,0,12790,1,7,2,0,1,0,,41.64,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
139728,28/05/2013 19:35,5,35,,,219,93974,4,4.5,1,5.17,0.3128,5.67,18,159,1,9402,2,209,4,1,2,0,-34.2554,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
174206,18/02/2013 17:22,5,219,,,219,45543,4,4.5,1,0.69,0.0817,5.51,1,125,0,26085,1,19,2,2,1,1,,,0,,,,1,0,19,0,0,,,,,,,,,,,,,,1,0,19,0,,0
268885,06/02/2013 11:15,12,99,,,99,126198,0,4.5,0,5.83,0.4439,5.22,34,183.93,0,10064,6,79,2,0,1,0,,,1,0,0,,,,,,,,,,,0,0,,,,,0,0,,,,,0,,0
89489,16/04/2013 19:24,15,55,,,100,90831,3,4,0,0,0.0075,4.95,21,116.74,0,2591,2,118,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
62141,21/12/2012 10:49,18,129,,,158,1213,3,0,0,3,,4.43,21,67.26,0,5502,5,45,1,0,1,0,,4511.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
101471,25/06/2013 07:29,5,219,,,219,132608,3,4.5,1,3.43,0.3492,0,16,179,0,15534,1,37,2,0,1,1,,707.58,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
131257,13/05/2013 16:42,5,219,,,219,110328,3,4.5,1,2.77,0.0342,4.86,22,64,0,6443,1,33,2,2,1,1,,581.96,0,,,,,,,,,,,,,0,0,,,,,,,,,,,1,,0
556007,20/03/2013 14:29,18,129,,,220,25317,5,4,1,4.03,0.5412,5.7,33,254.79,0,2721,3,144,1,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
48998,03/05/2013 10:47,2,56,,,215,38306,4,4,1,4.77,0.0142,5.1,13,121.98,1,2303,3,25,1,0,1,0,,,1,1,0,20,,,,,,,,,,0,0,28,0,0,28,1,0,12,,,,0,,0
329468,26/12/2012 09:10,5,205,,,99,48339,5,4,0,5.69,0.0231,6.21,18,514,0,13292,1,34,1,0,1,0,,,1,0,0,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
516919,31/01/2013 19:51,24,216,,,92,62404,3,0,0,4.56,,4.61,29,64.05,1,13512,1,1,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
403107,16/12/2012 08:19,10,224,,,224,100005,3,3,0,4.22,0.0851,3.95,3,25.01,0,9105,1,1,2,0,1,0,,,1,,,,,,,,,,0,0,,0,0,,,,,,,,,,,0,,0
119412,09/06/2013 18:33,5,219,,,219,27617,2,2.5,1,1.95,0.0105,0,32,44,0,2518,2,1,2,0,1,0,,213.45,0,,,,0,0,,0,0,,,,,1,0,11,,,,,,,0,0,,0,,0
407683,08/01/2013 11:27,5,219,,,219,72476,4,4.5,1,3.37,0.1804,5.25,13,220,0,7643,2,129,2,0,1,1,,185.42,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
187035,29/06/2013 22:42,4,50,,,50,90452,3,4,0,3.87,,0,32,77.52,0,1464,1,1,1,0,1,0,,335.86,0,,,,,,,,,,,,,-1,0,6,,,,,,,,,,0,,0
140271,15/05/2013 20:09,5,219,3.1,122.99,219,65532,3,4.5,1,1.1,0.0603,4.7,11,159,0,22851,3,9,2,1,1,1,,364.11,0,,,,-1,0,9,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
24768,26/03/2013 18:05,32,220,,,219,11414,3,4,1,4.61,0.3422,5.67,9,170.9,1,20319,5,71,2,2,1,0,,5079.9,1,,,,0,0,,,,,,,,1,0,8,,,,,,,,,,0,,0
355756,16/01/2013 12:05,5,219,,,219,24960,2,4,1,3.33,0.028,4.72,26,70,0,7772,1,0,2,0,1,0,,121.93,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
157102,07/01/2013 12:05,5,219,,,219,132906,2,3,0,2.2,0.005,4.66,21,79,0,4923,2,1,1,0,1,0,-32.9584,3.08,1,,,,0,0,,0,0,,,,,,1,,,,,,,,-1,0,4,0,,0
455488,11/06/2013 21:37,5,219,,,219,76831,2,2.5,1,1.79,0.0034,0,32,63,0,13233,3,114,2,0,1,1,,610.27,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
137122,03/01/2013 08:15,5,219,,,219,122589,3,4,0,3.93,0.3305,5.03,34,73,1,8081,2,22,2,0,1,1,,121.97,1,,,,1,0,4,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
193920,02/02/2013 15:19,9,59,,,59,86884,4,4,1,3.26,0.0451,5.89,13,305.56,0,7723,1,1,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
410018,17/03/2013 11:27,5,219,,,219,123213,5,5,1,2.08,0.0273,6.21,9,725,0,8740,2,123,2,0,1,1,,2522.7,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
519745,14/12/2012 19:55,5,219,,,100,56913,3,4,1,2.2,0.0175,4.81,20,122,0,8084,2,12,2,1,1,0,,110.3,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
337410,26/05/2013 19:15,12,99,,,219,26248,5,4.5,1,3.66,0.1305,5.54,29,129.33,1,8192,2,52,6,1,6,0,,,1,,,,0,0,,0,0,,,,,,1,,,,,,,,0,0,,0,,0
234062,08/02/2013 04:42,5,102,,,53,88107,4,4.5,0,4.63,,4.97,16,101,0,23644,3,242,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
265322,02/03/2013 09:39,5,219,,,219,88219,3,4,1,1.95,0.0089,5.04,12,118,0,1020,5,17,1,1,2,0,,881.91,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
568741,11/06/2013 22:59,5,219,,,219,2906,3,4,1,4.28,0.1589,0,4,161,0,9899,4,25,4,2,2,1,,982.58,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
391294,21/06/2013 16:46,15,55,,,55,98993,5,4.5,0,3.47,0.3211,0,2,138.76,0,504,7,24,2,0,1,0,,,1,,,,,,,,,,,,,0,0,,1,0,11,0,0,,,,,0,,0
417855,17/02/2013 18:24,5,219,,,219,44342,3,3,1,2.48,,4.2,6,67,0,14794,1,45,2,0,1,0,,512.81,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
222655,16/02/2013 07:13,5,219,,,31,92780,4,4,0,6.02,0.1922,5.74,3,214,1,25721,7,210,2,0,1,0,,5010.49,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
415074,27/03/2013 12:40,5,219,,,219,8917,2,4,0,1.95,,4.87,14,94,1,19877,1,6,2,0,1,0,,8.16,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,19,0,,0
512947,24/05/2013 14:58,5,219,,,219,104553,2,3.5,1,3.81,0.0202,4.19,34,80,0,20551,1,2,2,2,1,0,,107.18,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,5,0,,0
208080,11/01/2013 22:27,5,219,,,219,53217,2,4,1,1.39,0.014,4.56,26,94,0,24804,1,1,1,0,1,1,,95.13,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
392146,21/02/2013 16:59,14,100,,,219,42964,2,3.5,1,3.09,0.0863,5.01,7,149.24,0,23129,4,35,2,0,1,1,,588.94,1,,,,0,0,6,,1,,,,,0,0,6,,,,,,,1,0,6,0,,0
477601,10/02/2013 22:02,5,219,,,219,81097,3,4.5,1,2.56,,4.78,9,79,1,9427,1,19,2,0,1,1,,132.28,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
135815,26/06/2013 20:01,24,216,,,98,33428,5,4.5,0,4.19,0.0799,0,13,186.88,1,24731,2,9,2,0,1,1,,,0,,,,,,,0,0,,0,0,17,0,0,,,,,,,,,,,0,,0
68980,28/06/2013 04:18,5,219,,,219,4493,2,3.5,1,3.3,,0,32,47,1,16335,2,1,3,0,1,1,,476.31,0,,,,1,0,11,1,0,11,,,,,,,,,,,,,1,0,11,0,,0
520972,20/05/2013 18:00,5,219,,,219,109612,3,4.5,1,4.34,0.1209,5.2,30,249,0,570,3,17,2,0,1,1,,145.1,0,,,,,1,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
220273,22/03/2013 21:42,5,219,,,219,65391,3,4.5,0,2.56,0.1679,4.41,7,69,0,15846,1,8,2,2,1,1,,196.81,0,,,,1,1,14,,1,,,,,,,,,,,,,,1,0,24,0,,0
338571,18/03/2013 18:28,5,219,,,219,22471,3,4,1,2.08,0.0664,5.61,9,154,0,24949,3,45,2,0,1,1,-30.6795,433.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
45563,19/12/2012 22:24,15,55,,,55,57207,3,4.5,0,2.56,0.0084,5,6,211.21,1,24752,3,11,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,-1,,,,,0,,0
243292,06/11/2012 18:11,5,219,,,219,93574,1,2,1,1.39,0.0025,4.55,33,38,0,9179,2,2,2,0,1,1,,60.03,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
144188,09/05/2013 10:54,5,219,,,219,59451,3,4,0,3.14,0.1075,4.89,12,160,0,25682,1,15,2,1,1,1,,316.34,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,0,,0
485868,18/12/2012 22:33,5,219,,,219,53664,3,4.5,1,2.56,0.0031,4.72,22,74,0,1721,2,4,1,0,1,1,,286.39,0,,,,0,0,11,0,1,,,,,,,,,,,,,,0,0,11,0,,0
199278,17/06/2013 08:34,5,219,,,100,137646,5,4.5,1,3.61,0.0175,0,9,394,1,982,4,41,1,0,1,0,,2198.46,0,,,,,,,,1,,,,,0,0,,,,,,,,,,,0,,0
232574,11/02/2013 05:20,5,219,,,117,108271,4,4.5,1,4.73,0.0947,5.01,4,82,1,15669,2,11,1,0,1,1,,,0,,,,,1,,0,0,,-1,0,25,0,0,,,,,,,,,,,0,,0
467125,28/06/2013 10:24,5,219,,,219,50674,3,4.5,1,1.1,,0,31,116,0,2960,4,2,4,0,2,0,,1177.01,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
382562,05/12/2012 01:54,24,202,,,81,13097,4,4,1,4.47,0.1381,4.71,29,97.02,1,25614,2,24,2,0,1,1,,,0,,,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,,0
485880,08/12/2012 17:28,14,100,,,100,44779,3,4,1,3.18,0.104,5.5,13,131.53,0,6080,1,7,2,0,1,1,,1.89,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
95476,11/12/2012 11:32,5,219,,,219,126073,4,4.5,1,3.81,,5.75,28,143,0,305,1,9,1,0,1,1,,,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
30672,07/12/2012 08:41,5,219,,,219,92611,4,4.5,1,3.78,0.0661,5.83,20,278,1,277,1,24,2,0,1,0,,331.86,0,,,,1,0,22,1,0,22,,,,1,0,22,,,,,,,1,0,22,0,,0
420199,07/04/2013 21:53,15,55,,,55,48454,2,3.5,1,3.56,0.0772,4.48,10,78.22,1,15784,2,10,1,0,1,0,,,0,,,,,,,,,,,,,0,0,5,,,,1,0,14,,,,0,,0
41963,15/01/2013 17:39,5,219,,,219,97069,2,3.5,1,2.48,,4.31,19,58,0,27044,1,4,2,0,1,1,,202.66,0,,,,0,0,,0,0,7,,,,1,0,25,,,,,,,0,0,,0,,0
294081,27/03/2013 20:05,5,219,,,219,105114,3,3.5,1,0,0.0029,5.04,3,89,0,971,1,5,2,0,1,0,,276.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
470277,11/01/2013 21:01,15,55,,,4,129382,5,4.5,1,5.02,,5.82,8,164.57,1,5025,3,34,2,0,1,1,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
84548,29/11/2012 13:23,5,219,,,219,25904,2,3.5,1,1.1,0.0108,4.39,8,77,0,19575,3,50,2,2,1,1,,102.45,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
50022,07/06/2013 04:04,5,219,,,99,131223,0,4.5,0,5.58,0.6263,0,26,178,0,24390,4,34,2,0,1,1,,5677.77,0,,1,,,,,,,,,,,,1,,,,,,,,,,,0,,0
538065,05/12/2012 08:44,5,219,,,219,123346,3,4.5,1,2.3,0.014,4.75,35,89,0,1986,1,7,2,0,1,0,,8.14,0,,,,0,0,,0,0,25,,,,,,,,,,,,,0,0,,0,,0
282374,04/04/2013 20:20,5,219,,,219,25476,4,3.5,1,5.31,0.0646,5.74,33,373,1,4562,2,14,3,0,1,1,,884.35,0,,,,0,0,17,,,,0,0,14,0,0,14,,,,,,,0,0,14,0,,0
242245,24/01/2013 17:24,32,220,,,98,85926,3,0,0,4.22,,4.58,13,59.57,0,16359,4,101,2,0,1,0,,4978.31,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
309225,05/04/2013 09:18,5,219,,,219,103194,0,2,0,2.2,0.0524,4.05,20,57,0,28140,1,33,1,0,1,0,,623.97,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0
91355,22/02/2013 20:22,5,219,,,219,20298,4,5,0,3.74,0.1751,6.08,32,499,0,18495,2,86,2,1,1,0,,459.65,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
77441,01/04/2013 07:28,5,219,,,219,124629,0,3,0,0,,4.35,33,62,0,483,1,1,2,0,1,0,,64.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
352592,18/04/2013 08:28,5,219,,,219,77247,3,4.5,1,2.08,0.0588,4.77,16,119,0,4748,1,0,1,0,1,1,,14.31,0,,,,0,-1,,0,0,,,,,0,-1,,,,,,,,0,-1,,0,,0
139275,18/06/2013 21:36,23,181,,,181,49104,4,2.5,1,1.79,0.0004,0,13,177.12,1,12907,1,3,2,0,1,1,,,1,1,0,16,,,,,,,,,,0,0,11,1,0,17,1,0,17,,,,0,,0
256870,01/11/2012 19:23,14,100,,,205,111830,4,4,0,4.04,,5.15,7,122.43,0,317,1,48,1,0,1,0,,7805.83,1,,,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,,0
178851,23/04/2013 21:46,32,220,,,100,132210,4,4,1,4.45,0.243,5.28,1,165.18,1,21871,1,56,4,0,2,0,,9683.25,0,,,,0,0,,,,,,,,0,0,11,,,,,,,,,,0,,0
493458,15/03/2013 22:30,5,100,,,100,42013,3,4,1,3,0.0778,4.94,3,109,1,7933,1,1,2,2,1,1,,54.34,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
